0,0,2,0,1350,0
0,0,2,0,1395,0
0,0,1,0,1414,0
0,0,1,0,1175,0
0,0,3,0,1448,0
0,0,1,0,1450,0
0,0,1,0,1431,0
0,0,1,0,1461,0
0,0,1,0,0,0
0,0,2,0,1453,0
0,0,1,0,1455,0
0,0,1,0,1463,0
0,0,1,0,1433,0
0,0,1,0,1440,0
0,0,2,0,1427,0
0,0,1,0,1443,0
0,0,1,0,1428,0
0,0,1,0,1425,0
0,0,1,0,1443,0
0,0,1,0,1430,0
0,0,1,0,1446,0
0,0,1,0,1,0
0,0,2,0,1456,0
0,0,1,0,1454,0
0,0,1,0,1439,0
0,0,1,0,1402,0
0,0,1,0,1257,0
0,0,1,0,1417,0
0,0,1,0,1416,0
0,0,1,0,1401,0
0,0,1,0,1448,0
0,0,1,0,0,0
0,0,1,0,1460,0
0,0,1,0,1446,0
0,0,1,0,1465,0
0,0,2,0,1392,0
0,0,1,0,0,0
0,0,1,0,1315,0
0,0,1,0,1407,0
0,0,2,0,1418,0
0,0,1,0,1471,0
0,0,1,0,1446,0
0,0,2,0,1424,0
0,0,2,0,1469,0
0,0,1,0,1407,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,1432,0
0,0,1,0,1498,0
0,0,1,0,1412,0
0,0,1,0,1438,0
0,0,1,0,1463,0
0,0,1,0,1394,0
0,0,1,0,1405,0
0,0,2,0,1416,0
0,0,1,0,1411,0
0,0,1,0,0,0
0,0,1,0,1307,0
0,0,1,0,1380,0
0,0,1,0,1357,0
0,0,1,0,1360,0
0,0,1,0,1400,0
0,0,1,0,1449,0
0,0,4,0,1469,0
0,0,1,0,1427,0
0,0,1,0,1450,0
0,0,1,0,0,0
0,0,1,0,1423,0
0,0,1,0,1397,0
0,0,1,0,1465,0
0,0,1,0,14,0
0,0,1,0,1442,0
0,0,1,0,1460,0
0,0,1,0,1441,0
0,0,1,0,1403,0
0,0,1,0,1467,0
0,0,1,0,1470,0
0,0,2,0,1451,0
0,0,1,0,1388,0
0,0,1,0,1393,0
0,0,1,0,1427,0
0,0,1,0,0,0
0,0,1,0,1397,0
0,0,1,0,1426,0
0,0,1,0,1448,0
0,0,1,0,1393,0
0,0,1,0,1390,0
0,0,1,0,2,0
0,0,2,0,1409,0
0,0,1,0,1379,0
0,0,1,0,1465,0
0,0,1,0,1406,0
0,0,1,0,1434,0
0,0,1,0,1,0
0,0,1,0,1413,0
0,0,1,0,1375,0
0,0,1,0,1459,0
0,0,1,0,1449,0
0,0,1,0,1427,0
0,0,1,0,1403,0

