0,0,1,0,1584,0
0,0,1,0,1593,0
0,0,2,0,1585,0
0,0,1,0,1592,0
0,0,1,0,1590,0
0,0,1,0,1587,0
0,0,1,0,1592,0
0,0,1,0,1585,0
0,0,1,0,1586,0
0,0,1,0,1590,0
0,0,1,0,1595,0
0,0,1,0,1591,0
0,0,1,0,1588,0
0,0,2,0,1586,0
0,0,4,0,1588,0
0,0,1,0,1591,0
0,0,1,0,1594,0
0,0,1,0,1592,0
0,0,1,0,1584,0
0,0,1,0,1588,0
0,0,1,0,1588,0
0,0,1,0,1587,0
0,0,1,0,1592,0
0,0,1,0,1583,0
0,0,1,0,1591,0
0,0,1,0,1592,0
0,0,1,0,1591,0
0,0,1,0,1588,0
0,0,1,0,1583,0
0,0,1,0,1586,0
0,0,1,0,1588,0
0,0,1,0,1587,0
0,0,1,0,1590,0
0,0,2,0,1592,0
0,0,1,0,1588,0
0,0,1,0,1590,0
0,0,2,0,1592,0
0,0,1,0,1581,0
0,0,1,0,1592,0
0,0,1,0,1590,0
0,0,1,0,1597,0
0,0,1,0,1591,0
0,0,1,0,1588,0
0,0,2,0,1587,0
0,0,1,0,1588,0
0,0,1,0,1594,0
0,0,1,0,1582,0
0,0,2,0,1591,0
0,0,1,0,1592,0
0,0,1,0,1594,0
0,0,1,0,1591,0
0,0,1,0,1593,0
0,0,2,0,1592,0
0,0,1,0,1584,0
0,0,1,0,1585,0
0,0,1,0,1595,0
0,0,1,0,1593,0
0,0,2,0,1590,0
0,0,1,0,1590,0
0,0,1,0,1590,0
0,0,1,0,1591,0
0,0,1,0,1590,0
0,0,1,0,1591,0
0,0,1,0,1589,0
0,0,1,0,1587,0
0,0,1,0,1586,0
0,0,3,0,1589,0
0,0,1,0,1593,0
0,0,1,0,1595,0
0,0,1,0,1591,0
0,0,1,0,1586,0
0,0,1,0,1586,0
0,0,1,0,1587,0
0,0,1,0,1594,0
0,0,1,0,1591,0
0,0,1,0,1591,0
0,0,1,0,1596,0
0,0,1,0,1589,0
0,0,2,0,1589,0
0,0,1,0,1596,0
0,0,1,0,1589,0
0,0,3,0,1585,0
0,0,1,0,1591,0
0,0,1,0,1592,0
0,0,2,0,1592,0
0,0,2,0,1583,0
0,0,1,0,1586,0
0,0,2,0,1594,0
0,0,1,0,1587,0
0,0,1,0,1592,0
0,0,1,0,1588,0
0,0,1,0,1593,0
0,0,1,0,1591,0
0,0,2,0,1588,0
0,0,1,0,1590,0
0,0,1,0,1595,0
0,0,2,0,1590,0
0,0,1,0,1595,0
0,0,1,0,1584,0
0,0,1,0,1590,0

